Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.352,0.0,0.069,1.0,0.386,0.996,0.38,0.987,0.276
RR,0.144,1.38,0.21,0.13,0.994,0.371,0.991,0.361,0.969,0.265
BRR,0.0,1.338,0.0,0.154,1.0,0.387,0.996,0.378,0.987,0.277
lSVR,0.582,1.471,0.499,0.067,0.923,0.428,0.862,0.425,0.762,0.315
SVR,0.343,1.546,0.419,0.139,0.94,0.298,0.95,0.238,0.897,0.175
RFR,0.339,1.377,0.084,0.08,0.988,0.495,0.964,0.508,0.888,0.371
KRR,0.001,1.499,0.001,0.045,1.0,0.273,0.996,0.228,0.987,0.161
GPR,0.0,1.529,0.0,0.001,1.0,0.048,0.997,0.378,0.991,0.28
XGB,0.895,1.505,0.23,0.035,0.964,0.172,0.938,0.185,0.878,0.152
