Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.083,0.0,0.052,1.0,0.657,0.91,0.686,0.852,0.509
RR,0.217,1.12,0.263,0.078,0.99,0.666,0.901,0.693,0.838,0.515
BRR,0.0,1.09,0.0,0.067,1.0,0.664,0.909,0.689,0.848,0.511
lSVR,0.177,1.132,0.353,0.129,0.97,0.653,0.906,0.685,0.836,0.511
SVR,0.248,1.173,0.34,0.179,0.967,0.675,0.906,0.703,0.838,0.524
RFR,0.384,1.089,0.088,0.048,0.984,0.684,0.897,0.696,0.821,0.514
KRR,0.001,1.169,0.002,0.046,1.0,0.646,0.909,0.697,0.848,0.518
GPR,0.0,1.29,0.0,0.196,1.0,0.414,0.92,0.62,0.873,0.453
XGB,0.859,1.478,0.696,0.033,0.993,0.397,0.974,0.414,0.95,0.347
