Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.34,0.0,0.108,1.0,0.39,0.996,0.381,0.987,0.278
RR,0.127,1.396,0.215,0.135,0.994,0.335,0.991,0.322,0.969,0.237
BRR,0.0,1.352,0.0,0.162,1.0,0.356,0.996,0.344,0.987,0.254
lSVR,0.592,1.469,0.487,0.073,0.921,0.426,0.866,0.424,0.762,0.316
SVR,0.229,1.506,0.172,0.129,0.941,0.263,0.957,0.212,0.915,0.158
RFR,0.332,1.367,0.103,0.049,0.986,0.489,0.964,0.487,0.897,0.359
KRR,0.001,1.493,0.001,0.022,1.0,0.295,0.996,0.267,0.987,0.193
GPR,0.0,1.529,0.0,0.001,1.0,0.047,0.997,0.379,0.991,0.281
XGB,0.895,1.505,0.23,0.035,0.964,0.172,0.938,0.185,0.878,0.152
