Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.452,0.0,0.04,1.0,0.323,0.996,0.252,0.987,0.176
RR,0.246,1.437,0.31,0.046,0.992,0.412,0.981,0.36,0.951,0.257
BRR,0.0,1.412,0.0,0.065,1.0,0.391,0.996,0.332,0.987,0.237
lSVR,0.697,1.506,0.399,0.024,0.897,0.499,0.815,0.51,0.663,0.376
SVR,0.401,1.526,0.4,0.097,0.909,0.328,0.928,0.265,0.852,0.193
RFR,0.36,1.428,0.121,0.121,0.984,0.344,0.94,0.308,0.851,0.225
KRR,0.0,1.491,0.0,0.01,1.0,0.346,0.996,0.377,0.987,0.272
GPR,0.0,1.529,0.0,0.001,1.0,0.05,0.999,0.119,0.998,0.08
XGB,0.838,1.57,0.295,0.085,0.975,-0.079,0.947,-0.075,0.898,-0.063
