Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.003,0.0,0.073,1.0,0.672,0.987,0.686,0.968,0.521
RR,0.124,0.993,0.184,0.07,0.995,0.692,0.96,0.707,0.913,0.538
BRR,0.0,0.991,0.0,0.071,1.0,0.692,0.987,0.707,0.966,0.538
lSVR,0.239,1.057,0.358,0.168,0.984,0.689,0.928,0.705,0.868,0.538
SVR,0.06,1.01,0.073,0.085,0.999,0.681,0.984,0.696,0.957,0.529
RFR,0.391,1.036,0.069,0.103,0.987,0.667,0.921,0.664,0.83,0.5
KRR,0.016,1.027,0.025,0.141,1.0,0.686,0.987,0.695,0.966,0.528
GPR,0.0,1.189,0.0,0.279,1.0,0.455,0.993,0.678,0.98,0.504
XGB,0.341,1.335,0.321,0.147,0.993,0.412,0.991,0.426,0.973,0.338
