Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.203,0.0,0.103,1.0,0.59,0.987,0.565,0.968,0.418
RR,0.205,1.157,0.41,0.127,0.998,0.672,0.984,0.69,0.956,0.513
BRR,0.0,1.102,0.0,0.079,1.0,0.674,0.987,0.691,0.966,0.513
lSVR,0.694,1.392,0.63,0.119,0.962,0.61,0.906,0.59,0.831,0.438
SVR,0.298,1.18,0.532,0.166,0.946,0.635,0.947,0.635,0.899,0.471
RFR,0.6,1.261,0.088,0.05,0.985,0.577,0.935,0.566,0.839,0.412
KRR,0.005,1.33,0.006,0.141,1.0,0.532,0.987,0.53,0.966,0.393
GPR,0.0,1.492,0.0,0.062,1.0,0.231,0.998,0.714,0.993,0.533
XGB,1.095,1.445,0.561,0.151,0.986,0.265,0.944,0.235,0.901,0.188
