Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.016,0.0,0.09,1.0,0.669,0.987,0.677,0.966,0.513
RR,0.107,1.001,0.206,0.092,0.995,0.694,0.96,0.705,0.913,0.534
BRR,0.0,0.986,0.0,0.064,1.0,0.693,0.987,0.703,0.966,0.533
lSVR,0.238,1.068,0.381,0.18,0.986,0.695,0.926,0.708,0.867,0.538
SVR,0.026,1.0,0.05,0.087,1.0,0.68,0.984,0.69,0.957,0.522
RFR,0.439,1.054,0.052,0.101,0.983,0.638,0.928,0.636,0.848,0.477
KRR,0.005,1.03,0.003,0.147,1.0,0.688,0.987,0.695,0.966,0.527
GPR,0.0,1.309,0.0,0.271,1.0,0.32,0.995,0.645,0.986,0.474
XGB,0.518,1.345,0.452,0.158,0.993,0.36,0.971,0.373,0.943,0.296
