Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.443,0.0,0.046,1.0,0.346,0.996,0.29,0.987,0.204
RR,0.247,1.435,0.31,0.048,0.992,0.422,0.981,0.379,0.951,0.271
BRR,0.0,1.406,0.0,0.065,1.0,0.405,0.996,0.356,0.987,0.254
lSVR,0.677,1.506,0.382,0.022,0.913,0.498,0.841,0.486,0.717,0.358
SVR,0.4,1.528,0.399,0.086,0.911,0.332,0.935,0.277,0.861,0.202
RFR,0.35,1.418,0.101,0.086,0.984,0.371,0.945,0.323,0.86,0.232
KRR,0.0,1.491,0.0,0.01,1.0,0.345,0.996,0.38,0.987,0.275
GPR,0.0,1.529,0.0,0.001,1.0,0.05,0.999,0.116,0.998,0.077
XGB,0.838,1.57,0.295,0.085,0.975,-0.079,0.947,-0.075,0.898,-0.063
