Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.267,0.0,0.035,1.0,0.484,0.911,0.524,0.854,0.38
RR,0.0,1.244,0.0,0.066,1.0,0.502,0.909,0.552,0.848,0.402
BRR,0.0,1.244,0.0,0.066,1.0,0.502,0.909,0.552,0.848,0.402
lSVR,0.235,1.378,0.288,0.051,0.982,0.421,0.909,0.395,0.848,0.29
SVR,0.183,1.318,0.365,0.13,0.958,0.487,0.909,0.608,0.848,0.446
RFR,0.452,1.347,0.124,0.052,0.984,0.318,0.891,0.331,0.81,0.237
KRR,0.005,1.326,0.004,0.077,1.0,0.437,0.909,0.499,0.848,0.361
GPR,0.0,1.394,0.0,0.112,1.0,0.307,0.922,0.661,0.874,0.482
XGB,0.535,1.551,0.657,0.128,0.989,0.125,0.944,0.172,0.916,0.135
