Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.514,0.0,0.042,1.0,0.132,0.996,0.056,0.987,0.036
RR,0.237,1.528,0.299,0.07,0.99,0.109,0.976,0.046,0.933,0.028
BRR,0.0,1.514,0.0,0.078,1.0,0.144,0.996,0.078,0.987,0.051
lSVR,0.643,1.512,0.469,0.025,0.91,0.384,0.838,0.39,0.726,0.29
SVR,0.436,1.557,0.38,0.076,0.892,0.243,0.929,0.166,0.861,0.12
RFR,0.326,1.448,0.097,0.096,0.986,0.333,0.951,0.31,0.869,0.226
KRR,0.011,1.49,0.021,0.011,1.0,0.344,0.996,0.376,0.987,0.281
GPR,0.0,1.529,0.0,0.001,1.0,0.045,0.998,0.215,0.993,0.157
XGB,0.752,1.597,0.402,0.094,0.976,0.012,0.952,0.038,0.91,0.027
