Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.223,0.0,0.037,1.0,0.561,0.909,0.639,0.848,0.466
RR,0.0,1.205,0.0,0.062,1.0,0.569,0.909,0.653,0.848,0.477
BRR,0.0,1.205,0.0,0.062,1.0,0.569,0.909,0.653,0.848,0.477
lSVR,0.215,1.303,0.265,0.047,0.99,0.574,0.909,0.638,0.848,0.467
SVR,0.183,1.247,0.365,0.15,0.961,0.592,0.906,0.648,0.836,0.473
RFR,0.42,1.244,0.103,0.123,0.974,0.443,0.892,0.477,0.812,0.347
KRR,0.005,1.284,0.004,0.077,1.0,0.523,0.909,0.627,0.848,0.457
GPR,0.0,1.375,0.0,0.126,1.0,0.337,0.936,0.69,0.895,0.504
XGB,0.535,1.402,0.657,0.182,0.989,0.239,0.944,0.258,0.916,0.2
