Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.84,0.0,0.096,1.0,0.563,0.933,0.515,0.88,0.386
RR,0.201,0.864,0.247,0.103,0.989,0.538,0.905,0.495,0.847,0.372
BRR,0.0,0.848,0.0,0.098,1.0,0.575,0.933,0.527,0.88,0.395
lSVR,0.225,0.865,0.246,0.105,0.909,0.533,0.914,0.512,0.82,0.387
SVR,0.327,0.861,0.282,0.096,0.861,0.492,0.868,0.426,0.773,0.32
RFR,0.379,0.843,0.048,0.114,0.99,0.573,0.921,0.527,0.86,0.393
KRR,0.003,0.852,0.003,0.105,1.0,0.53,0.933,0.5,0.88,0.374
GPR,0.0,1.008,0.0,0.098,1.0,0.17,0.956,0.438,0.93,0.332
XGB,0.491,1.045,0.415,0.053,0.99,0.337,0.994,0.406,0.981,0.347
