Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.827,0.0,0.051,1.0,0.596,0.972,0.584,0.936,0.448
RR,0.109,0.825,0.166,0.05,0.992,0.585,0.954,0.586,0.907,0.449
BRR,0.0,0.826,0.0,0.05,1.0,0.598,0.972,0.591,0.936,0.454
lSVR,0.279,0.86,0.398,0.109,0.868,0.562,0.911,0.569,0.831,0.428
SVR,0.464,0.844,0.329,0.05,0.811,0.509,0.854,0.536,0.726,0.395
RFR,0.437,0.802,0.078,0.064,0.987,0.549,0.934,0.537,0.85,0.405
KRR,0.022,0.846,0.035,0.096,1.0,0.544,0.972,0.598,0.936,0.455
GPR,0.0,0.967,0.0,0.108,1.0,0.261,0.985,0.557,0.963,0.413
XGB,0.766,0.906,0.49,0.078,0.973,0.486,0.978,0.499,0.953,0.436
