Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.97,0.0,0.054,1.0,0.349,0.996,0.214,0.987,0.158
RR,0.365,0.992,0.387,0.113,0.986,0.324,0.971,0.205,0.933,0.153
BRR,0.0,0.988,0.0,0.115,1.0,0.339,0.996,0.213,0.987,0.159
lSVR,0.633,1.0,0.602,0.06,0.92,0.254,0.894,0.167,0.797,0.125
SVR,0.338,0.959,0.502,0.11,0.978,0.359,0.988,0.193,0.959,0.144
RFR,0.488,0.987,0.098,0.167,0.982,0.321,0.947,0.278,0.878,0.212
KRR,0.004,0.995,0.005,0.105,1.0,0.295,0.996,0.218,0.987,0.164
GPR,0.0,1.018,0.0,0.111,1.0,0.193,0.998,0.163,0.993,0.121
XGB,0.569,1.278,0.392,0.175,0.982,0.261,0.979,0.176,0.948,0.146
