Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.825,0.0,0.051,1.0,0.596,0.973,0.585,0.938,0.449
RR,0.11,0.818,0.167,0.049,0.993,0.587,0.954,0.587,0.907,0.45
BRR,0.0,0.819,0.0,0.048,1.0,0.6,0.972,0.593,0.936,0.455
lSVR,0.279,0.863,0.399,0.108,0.874,0.559,0.911,0.569,0.831,0.428
SVR,0.26,0.835,0.164,0.055,0.923,0.561,0.919,0.565,0.84,0.425
RFR,0.439,0.818,0.048,0.06,0.981,0.539,0.941,0.523,0.869,0.394
KRR,0.009,0.842,0.01,0.096,1.0,0.552,0.972,0.598,0.936,0.456
GPR,0.0,0.964,0.0,0.112,1.0,0.26,0.987,0.565,0.97,0.419
XGB,0.955,0.947,0.339,0.083,0.963,0.472,0.977,0.494,0.947,0.437
