Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.868,0.0,0.077,1.0,0.586,0.933,0.526,0.88,0.403
RR,0.072,0.822,0.089,0.112,0.998,0.599,0.931,0.552,0.871,0.421
BRR,0.0,0.817,0.0,0.114,1.0,0.597,0.933,0.549,0.88,0.419
lSVR,0.533,0.913,0.384,0.098,0.89,0.504,0.865,0.419,0.762,0.318
SVR,0.477,0.874,0.467,0.161,0.833,0.553,0.915,0.504,0.827,0.382
RFR,0.362,0.783,0.067,0.1,0.991,0.626,0.925,0.608,0.873,0.465
KRR,0.023,0.88,0.034,0.117,0.999,0.535,0.933,0.521,0.88,0.398
GPR,0.0,1.024,0.0,0.066,1.0,0.149,0.95,0.481,0.915,0.359
XGB,0.538,0.965,0.368,0.11,0.989,0.44,0.994,0.511,0.981,0.443
