Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.972,0.0,0.05,1.0,0.345,0.996,0.212,0.987,0.156
RR,0.365,0.995,0.387,0.111,0.986,0.317,0.971,0.197,0.933,0.146
BRR,0.0,0.993,0.0,0.117,1.0,0.333,0.996,0.207,0.987,0.154
lSVR,0.632,1.002,0.602,0.055,0.921,0.251,0.901,0.163,0.806,0.121
SVR,0.34,0.96,0.502,0.102,0.978,0.36,0.981,0.19,0.941,0.141
RFR,0.483,1.032,0.101,0.143,0.98,0.241,0.964,0.192,0.905,0.147
KRR,0.002,1.024,0.004,0.043,1.0,0.281,0.996,0.208,0.987,0.155
GPR,0.0,1.016,0.0,0.106,1.0,0.197,0.998,0.172,0.993,0.126
XGB,0.74,1.286,0.307,0.177,0.977,0.047,0.978,-0.037,0.946,-0.034
