Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.894,0.0,0.145,1.0,0.592,0.998,0.49,0.993,0.369
RR,0.16,0.862,0.319,0.12,0.992,0.648,0.998,0.549,0.993,0.414
BRR,0.0,0.853,0.0,0.106,1.0,0.623,0.998,0.528,0.993,0.397
lSVR,0.948,1.105,0.551,0.093,0.913,0.516,0.928,0.417,0.832,0.315
SVR,0.493,1.006,0.543,0.197,0.94,0.653,0.947,0.622,0.895,0.472
RFR,0.476,0.839,0.094,0.08,0.984,0.634,0.962,0.561,0.895,0.423
KRR,0.004,0.986,0.005,0.2,1.0,0.492,0.998,0.439,0.993,0.33
GPR,0.0,1.099,0.0,0.143,1.0,0.214,0.999,0.277,0.996,0.209
XGB,0.987,1.047,0.368,0.098,0.976,0.435,0.977,0.399,0.939,0.338
