Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.951,0.0,0.082,1.0,0.545,0.994,0.524,0.982,0.39
RR,0.134,0.925,0.269,0.109,0.996,0.584,0.991,0.56,0.973,0.417
BRR,0.0,0.905,0.0,0.128,1.0,0.585,0.994,0.562,0.982,0.419
lSVR,0.652,1.059,0.709,0.099,0.925,0.567,0.928,0.56,0.83,0.416
SVR,0.506,1.09,0.498,0.185,0.827,0.424,0.864,0.458,0.766,0.343
RFR,0.542,0.955,0.126,0.127,0.982,0.52,0.948,0.506,0.846,0.377
KRR,0.003,1.046,0.004,0.116,1.0,0.521,0.994,0.525,0.982,0.392
GPR,0.0,1.167,0.0,0.014,1.0,0.162,0.997,0.439,0.991,0.323
XGB,0.689,1.271,0.545,0.259,0.978,0.274,0.983,0.206,0.957,0.185
