Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.885,0.0,0.108,1.0,0.582,0.846,0.568,0.776,0.427
RR,0.083,0.9,0.084,0.123,0.979,0.621,0.762,0.601,0.687,0.451
BRR,0.0,0.89,0.0,0.115,1.0,0.584,0.845,0.569,0.772,0.428
lSVR,0.159,0.952,0.132,0.098,0.888,0.604,0.756,0.573,0.664,0.433
SVR,0.234,0.918,0.213,0.097,0.791,0.578,0.824,0.581,0.727,0.438
RFR,0.222,0.86,0.082,0.087,0.984,0.557,0.841,0.543,0.771,0.405
KRR,0.003,0.917,0.003,0.137,1.0,0.534,0.845,0.576,0.772,0.433
GPR,0.0,1.09,0.0,0.127,1.0,0.254,0.925,0.519,0.89,0.386
XGB,0.254,0.943,0.287,0.125,0.99,0.442,0.999,0.421,0.997,0.362
