Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.923,0.0,0.104,1.0,0.576,0.846,0.544,0.774,0.41
RR,0.132,0.936,0.153,0.107,0.975,0.605,0.752,0.57,0.676,0.429
BRR,0.0,0.92,0.0,0.119,1.0,0.588,0.845,0.554,0.772,0.417
lSVR,0.135,0.948,0.116,0.097,0.891,0.585,0.756,0.536,0.664,0.405
SVR,0.352,0.938,0.214,0.081,0.749,0.553,0.795,0.553,0.685,0.416
RFR,0.255,0.891,0.103,0.084,0.982,0.554,0.828,0.492,0.753,0.369
KRR,0.002,0.975,0.002,0.119,1.0,0.506,0.845,0.543,0.772,0.407
GPR,0.0,1.143,0.0,0.081,1.0,0.186,0.887,0.498,0.839,0.37
XGB,0.254,0.943,0.287,0.125,0.99,0.442,0.999,0.421,0.997,0.362
