Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.883,0.0,0.103,1.0,0.572,0.845,0.574,0.772,0.431
RR,0.048,0.892,0.095,0.128,0.986,0.594,0.774,0.602,0.699,0.45
BRR,0.0,0.879,0.0,0.102,1.0,0.574,0.845,0.578,0.772,0.433
lSVR,0.178,1.003,0.147,0.088,0.892,0.485,0.768,0.46,0.676,0.343
SVR,0.234,0.921,0.213,0.095,0.817,0.498,0.815,0.569,0.716,0.428
RFR,0.22,0.846,0.094,0.109,0.993,0.514,0.849,0.494,0.788,0.37
KRR,0.003,0.928,0.003,0.135,1.0,0.514,0.845,0.599,0.772,0.448
GPR,0.0,1.05,0.0,0.152,1.0,0.334,0.861,0.542,0.803,0.404
XGB,0.254,0.943,0.287,0.125,0.99,0.442,0.999,0.421,0.997,0.362
