Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.921,0.0,0.099,1.0,0.58,0.845,0.549,0.772,0.414
RR,0.178,0.951,0.157,0.096,0.972,0.61,0.752,0.578,0.676,0.435
BRR,0.0,0.916,0.0,0.119,1.0,0.594,0.845,0.561,0.772,0.423
lSVR,0.133,0.942,0.115,0.098,0.891,0.593,0.756,0.545,0.664,0.412
SVR,0.351,0.937,0.213,0.082,0.749,0.558,0.795,0.558,0.685,0.42
RFR,0.255,0.9,0.098,0.088,0.989,0.55,0.836,0.512,0.761,0.383
KRR,0.002,0.971,0.002,0.121,1.0,0.51,0.845,0.547,0.772,0.41
GPR,0.0,1.143,0.0,0.082,1.0,0.18,0.888,0.507,0.839,0.377
XGB,0.254,0.943,0.287,0.125,0.99,0.442,0.999,0.421,0.997,0.362
