Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.008,0.0,0.13,1.0,0.453,0.998,0.384,0.993,0.289
RR,0.198,0.958,0.23,0.141,0.989,0.53,0.991,0.458,0.967,0.344
BRR,0.0,0.977,0.0,0.14,1.0,0.499,0.998,0.427,0.993,0.32
lSVR,0.897,1.072,0.586,0.125,0.913,0.514,0.945,0.443,0.859,0.333
SVR,0.488,1.013,0.464,0.099,0.927,0.512,0.947,0.476,0.877,0.357
RFR,0.489,0.891,0.09,0.072,0.977,0.522,0.962,0.455,0.904,0.341
KRR,0.097,1.014,0.192,0.166,0.994,0.414,0.996,0.287,0.984,0.216
GPR,0.0,1.098,0.0,0.147,1.0,0.204,0.999,0.209,0.998,0.156
XGB,0.76,1.127,0.533,0.223,0.978,0.394,0.98,0.356,0.946,0.298
