Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.952,0.0,0.12,1.0,0.536,0.998,0.445,0.993,0.335
RR,0.327,0.911,0.404,0.116,0.981,0.638,0.986,0.566,0.958,0.427
BRR,0.0,0.905,0.0,0.111,1.0,0.578,0.998,0.491,0.993,0.369
lSVR,0.916,1.064,0.571,0.137,0.911,0.569,0.939,0.474,0.841,0.358
SVR,0.498,0.947,0.438,0.091,0.926,0.607,0.947,0.552,0.877,0.416
RFR,0.475,0.846,0.1,0.084,0.984,0.611,0.979,0.542,0.931,0.408
KRR,0.003,0.973,0.004,0.176,1.0,0.504,0.998,0.418,0.993,0.316
GPR,0.0,1.095,0.0,0.153,1.0,0.209,0.999,0.23,0.998,0.173
XGB,0.879,1.153,0.596,0.195,0.972,0.408,0.976,0.39,0.943,0.321
