Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.915,0.0,0.104,1.0,0.58,0.845,0.551,0.772,0.415
RR,0.173,0.937,0.152,0.099,0.969,0.613,0.752,0.581,0.676,0.437
BRR,0.0,0.914,0.0,0.124,1.0,0.594,0.845,0.562,0.772,0.424
lSVR,0.2,0.96,0.232,0.124,0.865,0.575,0.699,0.537,0.598,0.405
SVR,0.354,0.937,0.216,0.081,0.762,0.576,0.81,0.571,0.707,0.43
RFR,0.256,0.906,0.096,0.083,0.987,0.522,0.843,0.486,0.762,0.363
KRR,0.002,0.953,0.002,0.124,1.0,0.523,0.845,0.552,0.772,0.415
GPR,0.0,1.137,0.0,0.095,1.0,0.177,0.885,0.508,0.834,0.377
XGB,0.254,0.943,0.287,0.125,0.99,0.442,0.999,0.421,0.997,0.362
