Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.028,0.0,0.143,1.0,0.435,0.998,0.375,0.993,0.282
RR,0.174,0.968,0.221,0.147,0.989,0.523,0.993,0.457,0.976,0.343
BRR,0.0,0.995,0.0,0.145,1.0,0.479,0.998,0.415,0.993,0.311
lSVR,0.895,1.067,0.588,0.131,0.908,0.525,0.923,0.463,0.841,0.348
SVR,0.509,1.029,0.465,0.107,0.917,0.492,0.92,0.465,0.841,0.349
RFR,0.5,0.891,0.099,0.069,0.977,0.529,0.964,0.449,0.904,0.338
KRR,0.009,1.065,0.018,0.136,1.0,0.362,0.998,0.261,0.993,0.196
GPR,0.0,1.097,0.0,0.151,1.0,0.204,0.999,0.197,0.998,0.148
XGB,0.906,1.168,0.618,0.203,0.966,0.396,0.971,0.362,0.931,0.305
