Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,1.002,0.0,0.069,1.0,0.594,0.994,0.522,0.982,0.394
RR,0.0,0.886,0.0,0.11,1.0,0.655,0.994,0.581,0.982,0.439
BRR,0.0,0.886,0.0,0.11,1.0,0.655,0.994,0.581,0.982,0.439
lSVR,0.766,1.101,0.678,0.084,0.903,0.667,0.824,0.609,0.704,0.461
SVR,0.471,1.065,0.478,0.239,0.907,0.516,0.887,0.53,0.802,0.402
RFR,0.562,0.942,0.111,0.185,0.966,0.507,0.902,0.456,0.8,0.344
KRR,0.004,1.012,0.005,0.147,1.0,0.569,0.994,0.568,0.982,0.429
GPR,0.0,1.171,0.0,0.005,1.0,0.116,0.998,0.425,0.993,0.316
XGB,0.758,1.079,0.513,0.091,0.982,0.347,0.978,0.308,0.945,0.255
