Model,Train MAE (log M),Test MAE (log M),Train STD (log M),Test STD (log M),Train Pearson's R,Test Pearson's R,Train Spearman's R,Test Spearman's R,Train Kendall's Tau,Test Kendall's Tau
LR,0.0,0.868,0.0,0.1,1.0,0.553,0.845,0.556,0.772,0.415
RR,0.048,0.894,0.096,0.131,0.987,0.559,0.774,0.572,0.699,0.426
BRR,0.0,0.877,0.0,0.099,1.0,0.546,0.845,0.552,0.772,0.412
lSVR,0.19,1.04,0.158,0.072,0.877,0.328,0.77,0.268,0.677,0.199
SVR,0.234,0.921,0.213,0.096,0.837,0.436,0.84,0.553,0.749,0.414
RFR,0.23,0.855,0.082,0.103,0.988,0.522,0.827,0.496,0.752,0.369
KRR,0.003,0.932,0.004,0.136,1.0,0.485,0.845,0.547,0.772,0.407
GPR,0.0,1.04,0.0,0.143,1.0,0.357,0.874,0.524,0.819,0.392
XGB,0.254,0.943,0.287,0.125,0.99,0.442,0.999,0.421,0.997,0.362
